farm_id,year,n_turb,capacity_kW,n_hours,wake_model,AEP_kWh,CF,WakeLoss,Volatility_kW,CV,P5_kW,P95_kW,RampFreq,low_hours,high_hours
103,2021,38,380000.0,7813,gaussian,1071432686.2,0.3609,0.1222,121631.1,0.8869,5025.2,350170.0,0.0288,0.2594,0.1759
103,2021,38,380000.0,7813,jensen,1064959421.9,0.3587,0.1275,122052.4,0.8954,4845.0,350170.0,0.0285,0.2664,0.1751
103,2021,38,380000.0,7813,curl,1073242013.0,0.3615,0.1208,121945.0,0.8877,4993.9,350170.0,0.0284,0.2607,0.1775
107,2021,39,390000.0,7493,gaussian,658406800.5,0.2253,0.1095,82516.1,0.9391,5120.5,263882.9,0.0115,0.3530,0.0256
107,2021,39,390000.0,7493,jensen,670343282.3,0.2294,0.0934,83939.4,0.9383,5235.4,269389.1,0.0123,0.3503,0.0282
107,2021,39,390000.0,7493,curl,665723787.8,0.2278,0.0997,83324.7,0.9379,5148.6,267156.3,0.0117,0.3507,0.0274
109,2021,38,380000.0,7943,gaussian,1151650457.1,0.3816,0.1011,121167.6,0.8357,7327.1,350170.0,0.0358,0.2301,0.1794
109,2021,38,380000.0,7943,jensen,1133274475.3,0.3755,0.1155,120768.7,0.8465,6905.3,350170.0,0.0355,0.2391,0.1729
109,2021,38,380000.0,7943,curl,1147611494.2,0.3802,0.1043,121102.5,0.8382,7246.3,350170.0,0.0351,0.2309,0.1783
111,2021,35,350000.0,7823,gaussian,853900889.6,0.3119,0.1231,94372.7,0.8646,5211.3,321794.3,0.0197,0.2601,0.0831
111,2021,35,350000.0,7823,jensen,864304704.8,0.3157,0.1124,95314.4,0.8627,5362.6,322261.4,0.0197,0.2595,0.0850
111,2021,35,350000.0,7823,curl,861000353.9,0.3145,0.1158,94906.3,0.8623,5308.6,322077.2,0.0189,0.2587,0.0831
112,2021,36,360000.0,7635,gaussian,705653452.6,0.2567,0.0338,82935.8,0.8973,5322.5,275838.2,0.0164,0.3056,0.0372
112,2021,36,360000.0,7635,jensen,706389442.3,0.2570,0.0328,83271.3,0.9000,4919.8,276348.6,0.0166,0.3062,0.0375
112,2021,36,360000.0,7635,curl,706225696.8,0.2569,0.0330,83081.1,0.8982,5144.4,276285.5,0.0164,0.3052,0.0372
115,2021,21,210000.0,7648,gaussian,432261673.6,0.2691,0.0567,49594.5,0.8775,3548.5,165039.1,0.0224,0.2831,0.0400
115,2021,21,210000.0,7648,jensen,431578605.5,0.2687,0.0582,49751.6,0.8816,3466.1,164796.0,0.0222,0.2880,0.0399
115,2021,21,210000.0,7648,curl,432241802.9,0.2691,0.0567,49676.9,0.8790,3449.9,165018.1,0.0225,0.2845,0.0400
118,2021,32,320000.0,7948,gaussian,918549394.1,0.3612,0.0882,98838.0,0.8552,5745.7,294880.0,0.0365,0.2347,0.1573
118,2021,32,320000.0,7948,jensen,912634388.2,0.3588,0.0941,99065.1,0.8627,5614.7,294880.0,0.0376,0.2418,0.1569
118,2021,32,320000.0,7948,curl,918324969.5,0.3611,0.0885,98998.7,0.8568,5671.9,294880.0,0.0356,0.2363,0.1580
119,2021,22,220000.0,7629,gaussian,521792087.9,0.3109,0.1317,62654.6,0.9161,3435.5,202730.0,0.0227,0.2893,0.1024
119,2021,22,220000.0,7629,jensen,508438621.2,0.3029,0.1540,62143.1,0.9324,3214.9,202730.0,0.0201,0.2991,0.0971
119,2021,22,220000.0,7629,curl,518938357.2,0.3092,0.1365,62644.4,0.9209,3342.1,202730.0,0.0220,0.2911,0.1018
120,2021,32,320000.0,8003,gaussian,750379158.2,0.2930,0.1225,82497.3,0.8799,5934.2,289711.3,0.0250,0.2504,0.0707
120,2021,32,320000.0,8003,jensen,737203286.4,0.2879,0.1379,81983.0,0.8900,5769.4,287504.4,0.0260,0.2605,0.0681
120,2021,32,320000.0,8003,curl,748454005.8,0.2923,0.1248,82448.4,0.8816,5875.4,290138.3,0.0249,0.2519,0.0706
124,2021,29,290000.0,8013,gaussian,1279827553.4,0.5508,0.0783,95915.3,0.6005,8261.4,267235.0,0.0270,0.1131,0.3514
124,2021,29,290000.0,8013,jensen,1261592117.4,0.5429,0.0915,95837.6,0.6087,7741.0,267235.0,0.0263,0.1169,0.3396
124,2021,29,290000.0,8013,curl,1277027201.2,0.5495,0.0804,95985.6,0.6023,8030.3,267235.0,0.0263,0.1143,0.3501
126,2021,25,250000.0,7831,gaussian,624360603.0,0.3189,0.1166,67893.9,0.8516,4295.8,228916.7,0.0188,0.2557,0.0801
126,2021,25,250000.0,7831,jensen,635940294.7,0.3248,0.1003,68926.4,0.8488,4054.7,229788.5,0.0197,0.2553,0.0862
126,2021,25,250000.0,7831,curl,631772234.2,0.3227,0.1062,68519.7,0.8493,4151.9,229530.8,0.0192,0.2545,0.0838
130,2021,26,260000.0,7479,gaussian,404472198.3,0.2080,0.0892,49732.2,0.9196,3322.7,155045.7,0.0155,0.3486,0.0168
130,2021,26,260000.0,7479,jensen,409901659.6,0.2108,0.0769,50564.4,0.9226,3267.6,157637.9,0.0163,0.3491,0.0179
130,2021,26,260000.0,7479,curl,407872964.4,0.2098,0.0815,50178.6,0.9201,3268.3,156454.5,0.0158,0.3467,0.0171
131,2021,25,250000.0,7753,gaussian,728453225.9,0.3758,0.1178,78584.7,0.8364,3896.5,230375.0,0.0590,0.2323,0.1630
131,2021,25,250000.0,7753,jensen,712320316.2,0.3675,0.1373,77873.7,0.8476,3783.1,230375.0,0.0553,0.2417,0.1539
131,2021,25,250000.0,7753,curl,724732116.2,0.3739,0.1223,78422.4,0.8389,3756.8,230375.0,0.0551,0.2353,0.1623
133,2021,12,120000.0,7479,gaussian,230334174.6,0.2566,0.0362,28388.2,0.9218,1725.2,95172.3,0.0107,0.3201,0.0447
133,2021,12,120000.0,7479,jensen,230296365.2,0.2566,0.0363,28413.7,0.9228,1689.8,95521.7,0.0111,0.3206,0.0443
133,2021,12,120000.0,7479,curl,230206301.7,0.2565,0.0367,28392.9,0.9224,1690.0,95199.0,0.0108,0.3201,0.0444
139,2021,20,200000.0,7107,gaussian,484337675.1,0.3407,0.1118,65629.4,0.9630,2173.6,184300.0,0.0722,0.3214,0.1731
139,2021,20,200000.0,7107,jensen,468293339.2,0.3295,0.1412,65120.4,0.9883,2086.1,184300.0,0.0728,0.3346,0.1643
139,2021,20,200000.0,7107,curl,480029956.6,0.3377,0.1197,65490.9,0.9696,2115.2,184300.0,0.0666,0.3264,0.1708
141,2021,18,180000.0,7635,gaussian,351392586.4,0.2557,0.0377,41325.3,0.8979,2913.0,137636.1,0.0165,0.3066,0.0372
141,2021,18,180000.0,7635,jensen,349650056.0,0.2544,0.0425,41403.8,0.9041,2786.0,137429.2,0.0161,0.3107,0.0376
141,2021,18,180000.0,7635,curl,351047794.6,0.2554,0.0387,41361.5,0.8996,2837.5,137597.3,0.0162,0.3069,0.0372
143,2021,4,40000.0,7504,gaussian,94711034.8,0.3155,0.0030,11027.5,0.8737,699.2,36808.4,0.0169,0.2771,0.0852
143,2021,4,40000.0,7504,jensen,94435030.0,0.3146,0.0059,11037.6,0.8771,684.8,36808.4,0.0172,0.2793,0.0852
143,2021,4,40000.0,7504,curl,94611931.6,0.3152,0.0040,11030.7,0.8749,691.6,36808.4,0.0169,0.2775,0.0852
147,2021,12,120000.0,7418,gaussian,303909560.3,0.3414,0.0456,36875.7,0.9001,2290.2,110580.0,0.0694,0.2615,0.1480
147,2021,12,120000.0,7418,jensen,297248085.1,0.3339,0.0665,36698.2,0.9158,2167.0,110580.0,0.0708,0.2743,0.1438
147,2021,12,120000.0,7418,curl,302120961.3,0.3394,0.0512,36832.1,0.9043,2235.8,110580.0,0.0682,0.2652,0.1469
159,2021,7,70000.0,7693,gaussian,152223150.5,0.2827,0.0410,17598.6,0.8894,1212.1,59042.0,0.0166,0.3003,0.0542
159,2021,7,70000.0,7693,jensen,146089639.8,0.2713,0.0796,17063.7,0.8986,1147.1,56137.4,0.0185,0.3148,0.0422
159,2021,7,70000.0,7693,curl,150683701.4,0.2798,0.0507,17494.4,0.8932,1171.3,58571.5,0.0163,0.3047,0.0521
165,2021,4,40000.0,7523,gaussian,92640613.3,0.3079,0.0544,11350.1,0.9217,730.6,36860.0,0.0485,0.2777,0.1065
165,2021,4,40000.0,7523,jensen,90164482.3,0.2996,0.0797,11244.8,0.9382,710.2,36860.0,0.0499,0.2907,0.1022
165,2021,4,40000.0,7523,curl,91866278.9,0.3053,0.0623,11318.2,0.9269,709.9,36860.0,0.0465,0.2826,0.1059
1,2022,588,5880000.0,7897,gaussian,16950214524.5,0.3650,0.1325,1882765.8,0.8772,79272.9,5418420.0,0.0388,0.2671,0.1758
1,2022,588,5880000.0,7897,jensen,16919718913.8,0.3644,0.1340,1889277.9,0.8818,78934.5,5418420.0,0.0399,0.2721,0.1768
1,2022,588,5880000.0,7897,curl,17045766977.5,0.3671,0.1276,1889221.5,0.8752,78084.0,5418420.0,0.0393,0.2663,0.1784
3,2022,440,4400000.0,8039,gaussian,12958545617.9,0.3664,0.1512,1392942.8,0.8641,67391.0,4054600.0,0.0407,0.2504,0.1707
3,2022,440,4400000.0,8039,jensen,12813520114.5,0.3623,0.1607,1401284.6,0.8791,66769.4,4054600.0,0.0408,0.2651,0.1699
3,2022,440,4400000.0,8039,curl,13014934977.1,0.3679,0.1475,1398341.3,0.8637,67950.8,4054600.0,0.0406,0.2500,0.1724
4,2022,361,3610000.0,7998,gaussian,10444490862.6,0.3617,0.2006,1030066.2,0.7888,62284.5,3326615.0,0.0198,0.1995,0.1195
4,2022,361,3610000.0,7998,jensen,10405466350.5,0.3604,0.2036,1030439.8,0.7920,65221.4,3326615.0,0.0175,0.2038,0.1174
4,2022,361,3610000.0,7998,curl,10557545547.6,0.3657,0.1919,1035150.4,0.7842,64787.2,3326615.0,0.0190,0.1972,0.1223
6,2022,116,1160000.0,7645,gaussian,2942100180.3,0.3318,0.1171,357144.3,0.9280,15662.7,1068940.0,0.0497,0.2753,0.1465
6,2022,116,1160000.0,7645,jensen,2922837013.9,0.3296,0.1228,358012.5,0.9364,15896.9,1068940.0,0.0523,0.2872,0.1462
6,2022,116,1160000.0,7645,curl,2953352521.0,0.3330,0.1137,358095.3,0.9270,15577.3,1068940.0,0.0498,0.2776,0.1477
8,2022,67,670000.0,8042,gaussian,2296605801.3,0.4262,0.1315,205776.4,0.7206,16578.1,617405.0,0.0337,0.1612,0.1828
8,2022,67,670000.0,8042,jensen,2252363013.4,0.4180,0.1482,205189.2,0.7326,15804.8,617405.0,0.0274,0.1701,0.1758
8,2022,67,670000.0,8042,curl,2298193558.9,0.4265,0.1309,205994.0,0.7208,16439.8,617405.0,0.0306,0.1603,0.1839
12,2022,239,2390000.0,8072,gaussian,8464071391.0,0.4387,0.1339,774351.3,0.7385,47391.9,2202385.0,0.0286,0.1863,0.2125
12,2022,239,2390000.0,8072,jensen,8563791064.2,0.4439,0.1237,779963.0,0.7352,48136.4,2202385.0,0.0274,0.1867,0.2209
12,2022,239,2390000.0,8072,curl,8556329661.2,0.4435,0.1245,778401.1,0.7343,47809.2,2202385.0,0.0284,0.1838,0.2208
14,2022,142,1420000.0,7436,gaussian,3981855961.4,0.3771,0.1177,458856.5,0.8569,20683.6,1308530.0,0.0647,0.2523,0.1786
14,2022,142,1420000.0,7436,jensen,3950926591.6,0.3742,0.1245,457651.8,0.8613,20828.2,1308530.0,0.0632,0.2574,0.1739
14,2022,142,1420000.0,7436,curl,3991200504.3,0.3780,0.1156,459698.1,0.8565,20858.4,1308530.0,0.0646,0.2524,0.1789
19,2022,171,1710000.0,7620,gaussian,4189216240.2,0.3215,0.1564,506931.6,0.9221,21626.8,1575765.0,0.0396,0.2886,0.1240
19,2022,171,1710000.0,7620,jensen,4127518415.0,0.3168,0.1688,503922.9,0.9303,21443.6,1575765.0,0.0385,0.2938,0.1190
19,2022,171,1710000.0,7620,curl,4196648162.1,0.3221,0.1549,507796.8,0.9220,21710.6,1575765.0,0.0386,0.2885,0.1243
21,2022,126,1260000.0,8122,gaussian,5433847289.7,0.5310,0.0687,442138.4,0.6609,31790.0,1161090.0,0.0264,0.1452,0.3737
21,2022,126,1260000.0,8122,jensen,5448040091.5,0.5324,0.0663,443532.9,0.6612,29766.4,1161090.0,0.0261,0.1486,0.3779
21,2022,126,1260000.0,8122,curl,5454115572.2,0.5330,0.0652,442487.5,0.6589,31247.2,1161090.0,0.0260,0.1450,0.3775
24,2022,156,1560000.0,7935,gaussian,3454771553.8,0.2791,0.2148,424066.7,0.9740,17710.0,1435145.9,0.0292,0.3149,0.0858
24,2022,156,1560000.0,7935,jensen,3370611481.0,0.2723,0.2340,419086.5,0.9866,17710.9,1431723.8,0.0295,0.3260,0.0815
24,2022,156,1560000.0,7935,curl,3460274865.2,0.2795,0.2136,424592.7,0.9737,17489.4,1436166.2,0.0297,0.3147,0.0857
28,2022,134,1340000.0,8103,gaussian,4393824522.7,0.4047,0.1091,440905.0,0.8131,22224.5,1234810.0,0.0428,0.2158,0.2152
28,2022,134,1340000.0,8103,jensen,4360000302.4,0.4015,0.1159,442874.9,0.8231,21014.1,1234810.0,0.0404,0.2235,0.2146
28,2022,134,1340000.0,8103,curl,4403616254.5,0.4056,0.1071,441860.6,0.8131,21569.4,1234810.0,0.0415,0.2149,0.2170
32,2022,128,1280000.0,8037,gaussian,3653503403.6,0.3551,0.1340,367981.4,0.8095,27571.8,1179520.0,0.0233,0.2048,0.1249
32,2022,128,1280000.0,8037,jensen,3669923194.3,0.3567,0.1302,371416.7,0.8134,27144.5,1179520.0,0.0239,0.2099,0.1284
32,2022,128,1280000.0,8037,curl,3679742916.6,0.3577,0.1278,369844.5,0.8078,27332.0,1179520.0,0.0234,0.2042,0.1279
34,2022,125,1250000.0,8303,gaussian,6633894041.0,0.6392,0.0738,414383.1,0.5186,55529.9,1151875.0,0.0228,0.0942,0.5084
34,2022,125,1250000.0,8303,jensen,6600884976.9,0.6360,0.0784,415674.6,0.5229,53893.5,1151875.0,0.0208,0.0947,0.5021
34,2022,125,1250000.0,8303,curl,6643130948.8,0.6401,0.0725,414577.9,0.5182,55997.7,1151875.0,0.0217,0.0932,0.5102
35,2022,95,950000.0,8061,gaussian,2925740390.1,0.3821,0.1470,270927.6,0.7465,21999.9,875425.0,0.0263,0.1764,0.1218
35,2022,95,950000.0,8061,jensen,2860763559.8,0.3736,0.1660,269191.6,0.7585,20432.8,875425.0,0.0262,0.1896,0.1126
35,2022,95,950000.0,8061,curl,2926951449.3,0.3822,0.1467,271431.5,0.7475,21770.5,875425.0,0.0261,0.1781,0.1231
37,2022,113,1130000.0,7921,gaussian,2605737995.7,0.2911,0.1313,303956.7,0.9240,17223.3,1040120.5,0.0369,0.2782,0.0870
37,2022,113,1130000.0,7921,jensen,2557237128.9,0.2857,0.1475,299933.4,0.9290,16737.3,1038243.8,0.0322,0.2847,0.0799
37,2022,113,1130000.0,7921,curl,2599473245.5,0.2904,0.1334,303604.4,0.9251,16842.5,1040716.8,0.0356,0.2795,0.0871
38,2022,115,1150000.0,8163,gaussian,3695756764.9,0.3937,0.1410,368400.2,0.8137,22246.8,1059725.0,0.0359,0.2173,0.1866
38,2022,115,1150000.0,8163,jensen,3632997961.7,0.3870,0.1556,367593.6,0.8259,21363.2,1059725.0,0.0366,0.2261,0.1812
38,2022,115,1150000.0,8163,curl,3695947666.4,0.3937,0.1409,369126.0,0.8153,22028.0,1059725.0,0.0358,0.2184,0.1885
39,2022,26,260000.0,7532,gaussian,1031901602.2,0.5269,0.0599,96784.3,0.7064,4331.9,239590.0,0.0378,0.2061,0.4104
39,2022,26,260000.0,7532,jensen,1024206247.7,0.5230,0.0669,96855.5,0.7123,4173.8,239590.0,0.0366,0.2100,0.4036
39,2022,26,260000.0,7532,curl,1031107533.6,0.5265,0.0607,96848.5,0.7075,4215.5,239590.0,0.0359,0.2066,0.4100
41,2022,35,350000.0,8024,gaussian,1363197617.7,0.4854,0.0726,120322.4,0.7082,7601.3,322525.0,0.0350,0.1781,0.2980
41,2022,35,350000.0,8024,jensen,1350496476.8,0.4809,0.0812,121222.4,0.7202,7007.9,322525.0,0.0345,0.1909,0.2966
41,2022,35,350000.0,8024,curl,1362427288.4,0.4851,0.0731,120703.0,0.7109,7443.5,322525.0,0.0344,0.1810,0.2997
42,2022,80,800000.0,7941,gaussian,4107092520.7,0.6465,0.0141,281052.2,0.5434,18838.7,737200.0,0.0271,0.1307,0.5705
42,2022,80,800000.0,7941,jensen,4116969951.5,0.6481,0.0117,280639.8,0.5413,18919.4,737200.0,0.0276,0.1305,0.5715
42,2022,80,800000.0,7941,curl,4112291536.1,0.6473,0.0129,280850.8,0.5423,18951.3,737200.0,0.0276,0.1306,0.5707
44,2022,49,490000.0,7662,gaussian,1413264676.0,0.3764,0.0786,158669.8,0.8602,8928.3,451535.0,0.0573,0.2471,0.1879
44,2022,49,490000.0,7662,jensen,1389591540.5,0.3701,0.0941,158266.1,0.8727,8736.7,451535.0,0.0580,0.2591,0.1838
44,2022,49,490000.0,7662,curl,1408712788.2,0.3752,0.0816,158722.5,0.8633,8792.7,451535.0,0.0570,0.2494,0.1877
45,2022,103,1030000.0,8303,gaussian,5425884147.6,0.6345,0.0806,344275.6,0.5268,42774.4,949145.0,0.0201,0.0980,0.5081
45,2022,103,1030000.0,8303,jensen,5347136842.1,0.6252,0.0940,345240.3,0.5361,40135.7,949145.0,0.0195,0.1031,0.4890
45,2022,103,1030000.0,8303,curl,5425363109.8,0.6344,0.0807,344465.8,0.5272,42651.0,949145.0,0.0200,0.0979,0.5083
46,2022,98,980000.0,8363,gaussian,5602061726.5,0.6835,0.0408,311047.6,0.4643,57021.4,903070.0,0.0261,0.0743,0.5796
46,2022,98,980000.0,8363,jensen,5600196014.8,0.6833,0.0411,311205.2,0.4647,54503.2,903070.0,0.0249,0.0753,0.5791
46,2022,98,980000.0,8363,curl,5611488307.0,0.6847,0.0392,310881.8,0.4633,56928.0,903070.0,0.0256,0.0739,0.5820
47,2022,40,400000.0,8077,gaussian,1387368839.6,0.4294,0.0914,126147.7,0.7344,8214.9,368600.0,0.0401,0.1840,0.1862
47,2022,40,400000.0,8077,jensen,1383009101.7,0.4281,0.0942,126482.2,0.7387,7927.0,368600.0,0.0389,0.1853,0.1865
47,2022,40,400000.0,8077,curl,1390059900.4,0.4303,0.0896,126403.1,0.7345,8074.3,368600.0,0.0391,0.1831,0.1879
50,2022,100,1000000.0,7532,gaussian,2502772407.1,0.3323,0.1242,300469.1,0.9043,13154.4,921500.0,0.0470,0.2799,0.1289
50,2022,100,1000000.0,7532,jensen,2497776078.9,0.3316,0.1259,301688.5,0.9097,12829.7,921500.0,0.0486,0.2845,0.1305
50,2022,100,1000000.0,7532,curl,2511360981.3,0.3334,0.1212,301369.6,0.9039,13049.3,921500.0,0.0481,0.2787,0.1306
52,2022,76,760000.0,8293,gaussian,3897087593.2,0.6183,0.0713,250289.3,0.5326,33229.4,700340.0,0.0260,0.0983,0.4621
52,2022,76,760000.0,8293,jensen,3851065079.8,0.6110,0.0823,251149.8,0.5408,31828.7,700340.0,0.0240,0.1015,0.4486
52,2022,76,760000.0,8293,curl,3893872494.3,0.6178,0.0721,250767.9,0.5341,32992.8,700340.0,0.0259,0.0991,0.4628
57,2022,76,760000.0,7238,gaussian,674004308.8,0.1225,0.4525,107577.4,1.1553,4128.1,313371.8,0.0064,0.5710,0.0036
57,2022,76,760000.0,7238,jensen,601836708.9,0.1094,0.5111,96883.0,1.1652,4078.9,284978.3,0.0050,0.6086,0.0021
57,2022,76,760000.0,7238,curl,666301919.2,0.1211,0.4587,106964.6,1.1619,3985.9,311440.5,0.0061,0.5754,0.0035
62,2022,16,160000.0,7679,gaussian,632636530.4,0.5149,0.0333,57967.4,0.7036,3042.8,147440.0,0.0352,0.1960,0.3728
62,2022,16,160000.0,7679,jensen,633061077.3,0.5153,0.0327,57994.9,0.7035,3038.8,147440.0,0.0350,0.1962,0.3743
62,2022,16,160000.0,7679,curl,632887025.6,0.5151,0.0330,57998.5,0.7037,3021.4,147440.0,0.0353,0.1962,0.3734
63,2022,75,750000.0,7837,gaussian,1852246273.8,0.3151,0.1697,223017.7,0.9436,8931.2,691125.0,0.0576,0.2835,0.1273
63,2022,75,750000.0,7837,jensen,1826988704.6,0.3108,0.1810,222022.5,0.9524,8679.1,691125.0,0.0567,0.2939,0.1224
63,2022,75,750000.0,7837,curl,1855632838.2,0.3157,0.1682,223342.4,0.9433,8796.3,691125.0,0.0562,0.2844,0.1279
64,2022,74,740000.0,6938,gaussian,868703752.4,0.1692,0.1034,126866.0,1.0132,7538.5,393060.3,0.0130,0.4454,0.0072
64,2022,74,740000.0,6938,jensen,865546849.5,0.1686,0.1067,127510.4,1.0221,7759.6,395886.0,0.0123,0.4480,0.0076
64,2022,74,740000.0,6938,curl,869953289.9,0.1694,0.1022,127358.8,1.0157,7487.0,394449.2,0.0127,0.4459,0.0075
66,2022,74,740000.0,7948,gaussian,1889822482.4,0.3213,0.1816,218774.2,0.9201,9145.6,681910.0,0.0638,0.2862,0.1195
66,2022,74,740000.0,7948,jensen,1690859406.0,0.2875,0.2677,209913.4,0.9867,8632.9,681910.0,0.0620,0.3318,0.0983
66,2022,74,740000.0,7948,curl,1855121730.2,0.3154,0.1966,217287.8,0.9309,8829.1,681910.0,0.0624,0.2909,0.1175
70,2022,70,700000.0,7535,gaussian,1568771226.0,0.2974,0.1558,203854.5,0.9791,8756.2,645050.0,0.0414,0.3082,0.1176
70,2022,70,700000.0,7535,jensen,1556776876.4,0.2952,0.1623,203758.6,0.9862,8644.0,645050.0,0.0430,0.3141,0.1168
70,2022,70,700000.0,7535,curl,1573334918.4,0.2983,0.1534,204337.0,0.9786,8713.3,645050.0,0.0429,0.3075,0.1185
71,2022,66,660000.0,7321,gaussian,2696481091.2,0.5581,0.0704,234165.2,0.6358,13502.1,608190.0,0.0168,0.1571,0.4161
71,2022,66,660000.0,7321,jensen,2693951101.6,0.5575,0.0713,234086.4,0.6361,13438.4,608190.0,0.0171,0.1575,0.4157
71,2022,66,660000.0,7321,curl,2702487192.1,0.5593,0.0684,234226.7,0.6345,13580.5,608190.0,0.0167,0.1569,0.4182
72,2022,68,680000.0,8061,gaussian,2098202858.1,0.3828,0.1454,193121.5,0.7419,15842.1,626620.0,0.0277,0.1750,0.1202
72,2022,68,680000.0,8061,jensen,2059864705.8,0.3758,0.1610,191252.2,0.7484,15483.7,626505.4,0.0277,0.1810,0.1131
72,2022,68,680000.0,8061,curl,2099593233.9,0.3830,0.1448,193378.6,0.7424,15958.5,626620.0,0.0272,0.1763,0.1217
74,2022,62,620000.0,8076,gaussian,2361123940.1,0.4716,0.0732,212540.3,0.7270,13745.5,571330.0,0.0349,0.1845,0.2777
74,2022,62,620000.0,8076,jensen,2346363851.6,0.4686,0.0790,214498.3,0.7383,11635.5,571330.0,0.0369,0.2015,0.2790
74,2022,62,620000.0,8076,curl,2364286506.9,0.4722,0.0720,213213.9,0.7283,12675.7,571330.0,0.0359,0.1873,0.2795
76,2022,61,610000.0,7508,gaussian,1538882383.3,0.3360,0.0679,187299.2,0.9138,9963.1,562115.0,0.0602,0.2793,0.1433
76,2022,61,610000.0,7508,jensen,1500069205.3,0.3275,0.0914,186189.0,0.9319,9665.7,562115.0,0.0611,0.2991,0.1357
76,2022,61,610000.0,7508,curl,1530241942.8,0.3341,0.0731,187255.0,0.9188,9702.8,562115.0,0.0602,0.2858,0.1421
78,2022,60,600000.0,7456,gaussian,1529139454.7,0.3418,0.1396,187216.9,0.9129,6851.6,552900.0,0.0703,0.2881,0.1473
78,2022,60,600000.0,7456,jensen,1508306106.4,0.3372,0.1513,187092.3,0.9249,6443.5,552900.0,0.0703,0.2995,0.1428
78,2022,60,600000.0,7456,curl,1530385852.9,0.3421,0.1389,187633.0,0.9141,6562.9,552900.0,0.0693,0.2897,0.1474
81,2022,59,590000.0,8260,gaussian,2874432097.0,0.5898,0.0814,197465.1,0.5674,22004.7,543685.0,0.0218,0.1127,0.4220
81,2022,59,590000.0,8260,jensen,2838288494.9,0.5824,0.0929,197812.0,0.5757,20919.9,543685.0,0.0205,0.1171,0.4077
81,2022,59,590000.0,8260,curl,2870602433.6,0.5890,0.0826,197756.0,0.5690,21836.7,543685.0,0.0214,0.1137,0.4213
82,2022,58,580000.0,7953,gaussian,1774464336.5,0.3847,0.0982,188709.3,0.8458,9059.2,534470.0,0.0425,0.2436,0.1921
82,2022,58,580000.0,7953,jensen,1758997599.9,0.3813,0.1061,189285.1,0.8558,8369.0,534470.0,0.0443,0.2521,0.1910
82,2022,58,580000.0,7953,curl,1773390678.6,0.3845,0.0988,189009.7,0.8476,8503.2,534470.0,0.0431,0.2447,0.1929
86,2022,56,560000.0,7248,gaussian,957217656.8,0.2358,0.0478,133241.5,1.0089,7342.5,443896.5,0.0138,0.3746,0.0451
86,2022,56,560000.0,7248,jensen,952039466.8,0.2346,0.0530,133339.6,1.0151,7114.3,443533.2,0.0139,0.3797,0.0448
86,2022,56,560000.0,7248,curl,955883077.3,0.2355,0.0492,133311.2,1.0108,7152.8,444890.5,0.0138,0.3764,0.0450
88,2022,55,550000.0,7489,gaussian,1276450783.0,0.3099,0.1195,159080.1,0.9333,7052.8,506825.0,0.0489,0.2902,0.1103
88,2022,55,550000.0,7489,jensen,1249060045.0,0.3032,0.1384,157745.0,0.9458,6912.9,506825.0,0.0453,0.2990,0.1035
88,2022,55,550000.0,7489,curl,1271402195.4,0.3087,0.1230,158936.7,0.9362,6868.8,506825.0,0.0453,0.2915,0.1088
89,2022,55,550000.0,8154,gaussian,1712065848.8,0.3818,0.1408,174375.0,0.8305,10569.5,506825.0,0.0359,0.2185,0.1787
89,2022,55,550000.0,8154,jensen,1686078429.3,0.3760,0.1539,173577.6,0.8394,10079.6,506825.0,0.0348,0.2236,0.1712
89,2022,55,550000.0,8154,curl,1711480771.9,0.3816,0.1411,174516.3,0.8314,10400.3,506825.0,0.0342,0.2183,0.1793
90,2022,55,550000.0,7953,gaussian,1550088697.4,0.3544,0.1378,152257.5,0.7812,10842.2,505286.7,0.0264,0.2065,0.0951
90,2022,55,550000.0,7953,jensen,1555772994.0,0.3557,0.1346,153016.8,0.7822,10718.4,506182.5,0.0258,0.2096,0.0947
90,2022,55,550000.0,7953,curl,1559263335.4,0.3565,0.1327,153026.6,0.7805,10776.3,506036.1,0.0259,0.2061,0.0961
91,2022,55,550000.0,7996,gaussian,1445244314.0,0.3286,0.1441,162103.7,0.8969,8521.9,506825.0,0.0404,0.2618,0.1252
91,2022,55,550000.0,7996,jensen,1397388246.4,0.3177,0.1725,161772.5,0.9257,8037.1,506825.0,0.0445,0.2861,0.1199
91,2022,55,550000.0,7996,curl,1440370402.6,0.3275,0.1470,162229.0,0.9006,8345.9,506825.0,0.0383,0.2643,0.1248
92,2022,54,540000.0,8137,gaussian,1819130760.5,0.4140,0.1204,174842.0,0.7821,13074.4,497610.0,0.0397,0.1986,0.2035
92,2022,54,540000.0,8137,jensen,1723036119.8,0.3921,0.1669,172006.2,0.8123,12516.9,497610.0,0.0386,0.2201,0.1762
92,2022,54,540000.0,8137,curl,1800183771.6,0.4097,0.1296,174509.5,0.7888,12803.4,497610.0,0.0364,0.2018,0.1998
94,2022,50,500000.0,7422,gaussian,1234853229.5,0.3328,0.1140,157758.7,0.9482,5670.5,460750.0,0.0558,0.3076,0.1510
94,2022,50,500000.0,7422,jensen,1231359480.9,0.3318,0.1165,158310.3,0.9542,5702.0,460750.0,0.0573,0.3127,0.1518
94,2022,50,500000.0,7422,curl,1238434050.6,0.3337,0.1114,158224.8,0.9482,5627.2,460750.0,0.0566,0.3085,0.1531
